proxy,position,speed
HTTP://119.125.116.77:8118,中国 广东省 梅州市 电信,0.5秒
HTTP://122.96.59.106:81,江苏省南京市 联通,0.8秒
HTTP://119.139.133.45:8998,中国 广东省 深圳市 电信,3秒
HTTP://111.13.7.42:81,中国 北京市 北京市 移动,3秒
HTTP://14.148.236.124:8118,中国 广东省 潮州市 电信,3秒
HTTP://171.39.24.219:8123,广西壮族自治区百色市  联通,3秒
HTTP://49.73.170.139:808,中国 江苏省 苏州市 电信,2秒
HTTP://123.233.208.87:8118,中国 山东省 济南市 联通,3秒
HTTP://101.19.92.253:1080,中国 河北省 保定市 联通,3秒
HTTP://111.13.7.42:81,中国 北京市 北京市 移动,0.7秒
HTTP://114.113.126.32:80,中国 北京市 北京市 ,0.6秒
HTTP://114.216.209.80:8123,中国 江苏省 苏州市 电信,1秒
HTTP://120.132.2.201:9529,中国 北京市 北京市 联通,3秒
HTTP://221.229.204.231:8080,中国 江苏省 徐州市 电信,0.7秒
HTTP://122.237.242.228:808,中国 浙江省 绍兴市 电信,1秒
HTTP://58.251.206.192:8118,中国 广东省 深圳市 联通,3秒
HTTP://115.28.2.233:8081,中国 山东省 青岛市 阿里云,0.6秒
HTTP://180.125.88.198:8998,中国 江苏省 淮安市 电信,0.5秒
HTTP://58.52.156.70:808,中国 湖北省 咸宁市 电信,1秒
HTTP://116.226.28.132:808,中国 上海市 上海市 电信,2秒
HTTP://60.21.206.175:80,中国 辽宁省 锦州市 联通,1秒
HTTP://110.73.4.107:8123,广西壮族自治区南宁市  联通,3秒
HTTP://171.37.132.45:8123,广西壮族自治区南宁市  联通,1秒
HTTP://122.96.59.106:81,江苏省南京市 联通,0.8秒
HTTP://14.154.211.201:8118,中国 广东省 深圳市 电信,2秒
HTTP://218.106.205.145:8080,中国 辽宁省 沈阳市 联通,2秒
HTTP://106.2.123.10:8123,中国 浙江省 杭州市 网易网络,1秒
HTTP://182.43.130.79:8998,中国 山东省 德州市 电信,2秒
HTTP://49.83.90.246:8118,中国 江苏省 盐城市 电信,2秒
HTTP://117.86.82.76:8998,中国 江苏省 南通市 电信,3秒
HTTP://183.141.158.51:3128,中国 浙江省 嘉兴市 电信,3秒
HTTP://111.1.3.36:8000,中国 浙江省 宁波市 移动,3秒
HTTP://61.179.153.178:8118,中国 山东省 淄博市 联通,2秒
HTTP://42.122.43.118:8123,中国 天津市 天津市 电信,1秒
HTTP://115.205.11.192:808,中国 浙江省 杭州市 电信,2秒
HTTP://123.127.8.248:80,中国 北京市 北京市 联通,0.4秒
HTTP://27.215.6.255:808,中国 山东省 枣庄市 联通,3秒
HTTP://123.169.87.45:808,中国 山东省 淄博市 电信,3秒
HTTP://111.13.7.42:83,中国 北京市 北京市 移动,2秒
HTTP://120.90.6.92:8080,中国 上海市 上海市 铁通,3秒
HTTP://120.77.13.54:8123,中国 浙江省 杭州市 阿里巴巴,2秒
HTTP://110.72.61.121:8123,中国 广西壮族自治区 贵港市 联通,0.7秒
HTTP://122.228.179.178:80,中国 浙江省 温州市 电信,3秒
HTTP://121.19.191.206:8123,中国 河北省 保定市 联通,3秒
HTTP://175.154.81.106:8123,中国 四川省 绵阳市 联通,2秒
HTTP://171.38.203.70:8123,中国 广西壮族自治区 钦州市 联通,0.5秒
HTTP://27.18.143.218:8998,中国 湖北省 武汉市 电信,2秒
HTTP://110.73.42.36:8123,广西壮族自治区南宁市  联通,0.4秒
HTTP://202.194.22.206:8998,中国 山东省 威海市 教育网,0.9秒
HTTP://111.13.7.42:81,中国 北京市 北京市 移动,2秒
HTTP://115.204.201.151:8998,中国 浙江省 杭州市 电信,3秒
HTTP://220.166.242.62:8118,中国 四川省 成都市 电信,2秒
HTTP://182.89.116.141:8123,中国 广西壮族自治区 柳州市 联通,3秒
HTTP://222.82.222.242:9999,新疆维吾尔自治区乌鲁木齐市  电信,1秒
HTTP://113.120.174.164:808,中国 山东省 济宁市 电信,2秒
HTTP://113.24.46.184:8118,中国 山西省 阳泉市 电信,3秒
HTTP://125.85.79.116:8998,中国 重庆市 重庆市 电信,0.6秒
HTTP://222.93.163.250:8998,中国 江苏省 苏州市 电信,3秒
HTTP://120.132.2.204:8723,中国 北京市 北京市 联通,2秒
HTTP://218.0.188.137:8998,中国 浙江省 绍兴市 电信,2秒
HTTP://112.112.149.53:8998,中国 云南省 昆明市 电信,1秒
HTTP://39.181.122.143:80,中国 浙江省 杭州市 移动,3秒
HTTP://166.111.82.222:8123,中国 北京市 北京市 教育网,3秒
HTTP://27.195.10.13:8118,中国 山东省 淄博市 联通,3秒
HTTP://182.90.82.220:8123,中国 广西壮族自治区 梧州市 联通,0.8秒
HTTP://59.62.17.186:808,中国 江西省 萍乡市 电信,1秒
HTTP://122.96.59.106:81,江苏省南京市 联通,2秒
HTTP://183.209.236.162:8123,中国 江苏省 苏州市 移动,3秒
HTTP://49.73.167.157:808,中国 江苏省 苏州市 电信,2秒
HTTP://112.232.14.35:8118,中国 山东省 济南市 联通,0.8秒
HTTP://183.94.140.129:8888,中国 湖北省 武汉市 联通,2秒
HTTP://219.146.64.253:8000,中国 山东省 青岛市 电信,2秒
HTTP://123.233.208.87:8118,中国 山东省 济南市 联通,2秒
HTTP://121.31.100.153:8123,广西壮族自治区防城港市  联通,3秒
HTTP://125.124.133.202:3128,中国 浙江省 嘉兴市 电信,2秒
HTTP://218.86.128.73:8118,中国 贵州省 贵阳市 电信,1秒
HTTP://112.74.24.112:808,中国 广东省 深圳市 阿里云,2秒
HTTP://171.37.195.30:8123,中国 广西壮族自治区 南宁市 联通,1秒
HTTP://117.178.54.226:8123,中国 江西省 萍乡市 移动,1秒
HTTP://116.226.26.182:808,中国 上海市 上海市 电信,1秒
HTTP://222.134.109.208:8118,中国 山东省 淄博市 联通,1秒
HTTP://115.212.57.115:808,中国 浙江省 金华市 电信,1秒
HTTP://211.161.194.220:8888,中国 上海市 上海市 鹏博士,2秒
HTTP://111.126.211.251:8118,中国 内蒙古自治区 呼和浩特市 电信,1秒
HTTP://113.79.28.49:8118,中国 广东省 东莞市 电信,1秒
HTTP://114.215.192.135:8118,中国 浙江省 杭州市 阿里云,1秒
HTTP://58.250.190.8:8118,中国 广东省 深圳市 联通,0.9秒
HTTP://112.112.149.53:8998,中国 云南省 昆明市 电信,1秒
HTTP://125.109.138.112:8998,中国 浙江省 温州市 电信,3秒
HTTP://121.207.92.181:808,中国 福建省 泉州市 电信,1秒
HTTP://210.32.191.171:8123,中国 浙江省 杭州市 教育网,1秒
HTTP://112.114.60.236:8998,中国 云南省 昭通市 电信,3秒
HTTP://182.132.134.62:8998,中国 四川省 雅安市 电信,1秒
HTTP://139.196.44.232:8118,中国 上海市 上海市 阿里云,2秒
HTTP://183.207.177.145:8118,中国 江苏省 南京市 移动,1秒
HTTP://114.113.126.32:80,中国 北京市 北京市 ,1.0秒
HTTP://117.57.41.222:808,中国 安徽省 铜陵市 电信,1秒
HTTP://119.29.252.110:8123,中国 广东省 广州市 腾讯网络,2秒
HTTP://183.141.106.46:3128,中国 浙江省 嘉兴市 电信,3秒
HTTP://202.43.147.226:3128,中国 北京市 北京市 铁通,1.0秒
HTTP://222.82.222.242:9999,新疆维吾尔自治区乌鲁木齐市  电信,1.0秒
HTTP://182.45.177.113:808,中国 山东省 临沂市 电信,1秒
HTTP://113.248.172.241:8998,中国 重庆市 重庆市 电信,0.4秒
HTTP://106.120.78.129:80,北京市  电信,2秒
HTTP://58.250.181.136:8118,中国 广东省 深圳市 联通,2秒
HTTP://60.173.35.210:808,中国 安徽省 铜陵市 电信,1秒
HTTP://183.207.177.148:8118,中国 江苏省 南京市 移动,3秒
HTTP://123.233.152.176:8118,中国 山东省 济南市 联通,2秒
HTTP://182.108.225.177:8998,中国 江西省 上饶市 电信,0.4秒
HTTP://111.1.3.36:8000,中国 浙江省 宁波市 移动,3秒
HTTP://121.31.103.122:8123,广西壮族自治区防城港市  联通,1秒
HTTP://183.141.149.146:3128,中国 浙江省 嘉兴市 电信,2秒
HTTP://115.28.1.194:8081,中国 山东省 青岛市 阿里云,3秒
HTTP://59.55.210.237:8998,中国 江西省 吉安市 电信,0.4秒
HTTP://115.195.37.112:808,中国 浙江省 杭州市 电信,3秒
HTTP://111.13.7.42:81,中国 北京市 北京市 移动,0.4秒
HTTP://180.115.114.168:808,中国 江苏省 常州市 电信,2秒
HTTP://221.199.159.21:8118,中国 内蒙古自治区 赤峰市 联通,3秒
HTTP://123.59.76.131:8118,中国 北京市 北京市 天地祥云,3秒
HTTP://110.72.38.0:8123,广西壮族自治区贵港市  联通,3秒
HTTP://106.112.163.34:808,中国 河北省 衡水市 电信,3秒
HTTP://110.73.43.238:8123,广西壮族自治区南宁市  联通,3秒
HTTP://210.22.138.109:8123,中国 上海市 上海市 联通,1秒
HTTP://122.70.119.162:8123,中国 北京市 北京市 铁通,3秒
HTTP://1.83.71.80:8998,中国 陕西省 西安市 电信,0.7秒
HTTP://110.73.42.249:8123,广西壮族自治区南宁市  联通,0.6秒
HTTP://27.202.49.74:9999,中国 山东省 东营市 联通,1秒
HTTP://101.6.33.246:8123,中国 北京市 北京市 教育网,1秒
HTTP://119.108.109.99:8123,中国 辽宁省 沈阳市 联通,0.9秒
HTTP://222.94.7.102:8123,中国 江苏省 南京市 电信,2秒
HTTP://61.171.52.104:8118,中国 上海市 上海市 电信,2秒
HTTP://112.123.8.203:808,中国 安徽省 合肥市 联通,1秒
HTTP://49.87.38.173:8998,中国 江苏省 淮安市 电信,2秒
HTTP://115.28.2.233:8088,山东省青岛市 阿里云计算有限公司 阿里巴巴,0.8秒
HTTP://125.124.129.89:3128,中国 浙江省 嘉兴市 电信,2秒
HTTP://59.44.145.74:8998,中国 辽宁省 鞍山市 电信,1秒
HTTP://115.221.121.12:808,中国 浙江省 温州市 电信,2秒
HTTP://183.141.122.203:3128,中国 浙江省 嘉兴市 电信,3秒
HTTP://118.113.76.185:8998,中国 四川省 成都市 电信,3秒
HTTP://182.88.228.24:8123,广西壮族自治区南宁市  联通,2秒
HTTP://115.28.1.194:8081,中国 山东省 青岛市 阿里云,1秒
HTTP://116.226.28.78:808,中国 上海市 上海市 电信,0.4秒
HTTP://218.14.121.237:9000,广东省惠州市 电信,2秒
HTTP://219.128.29.239:808,中国 广东省 中山市 电信,0.8秒
HTTP://110.73.8.218:8123,广西壮族自治区南宁市  联通,0.5秒
HTTP://183.141.157.144:3128,中国 浙江省 嘉兴市 电信,0.5秒
HTTP://182.91.251.140:8123,中国 广西壮族自治区 桂林市 联通,1秒
HTTP://121.56.188.234:808,中国 内蒙古自治区 通辽市 电信,1秒
HTTP://14.109.201.249:8998,中国 重庆市 重庆市 电信,3秒
HTTP://124.117.20.146:8123,中国 新疆维吾尔自治区 乌鲁木齐市 电信,1秒
HTTP://14.154.145.10:8118,中国 广东省 深圳市 电信,0.3秒
HTTP://123.168.129.54:808,中国 山东省 济宁市 电信,2秒
HTTP://42.159.153.7:80,中国 北京市 北京市 ,1.0秒
HTTP://106.82.154.45:8123,中国 重庆市 重庆市 电信,2秒
HTTP://117.170.6.54:8123,中国 江西省 九江市 移动,1秒
HTTP://123.124.168.149:80,北京市  联通,1秒
HTTP://60.185.143.194:808,中国 浙江省 舟山市 电信,2秒
HTTP://118.202.10.159:8123,中国 辽宁省 沈阳市 教育网,2秒
HTTP://121.31.101.110:8123,广西壮族自治区防城港市  联通,1秒
HTTP://121.31.102.80:8123,广西壮族自治区防城港市  联通,3秒
HTTP://27.151.54.125:80,中国 福建省 福州市 电信,3秒
HTTP://114.226.64.144:808,中国 江苏省 常州市 电信,2秒
HTTP://221.223.182.180:8118,中国 北京市 北京市 联通,2秒
HTTP://218.106.205.145:8080,中国 辽宁省 沈阳市 联通,1秒
HTTP://36.33.26.43:808,中国 安徽省 合肥市 联通,0.5秒
HTTP://115.154.15.59:8123,中国 陕西省 西安市 教育网,3秒
HTTP://123.59.76.131:8118,中国 北京市 北京市 天地祥云,0.6秒
HTTP://39.167.121.81:8123,中国 北京市 北京市 移动,2秒
HTTP://27.225.95.187:8998,中国 甘肃省 临夏回族自治州 电信,2秒
HTTP://1.83.103.221:8118,中国 陕西省 西安市 电信,0.4秒
HTTP://110.72.26.115:8123,广西壮族自治区贵港市  联通,0.4秒
HTTP://110.73.13.20:8123,中国 广西壮族自治区 防城港市 联通,0.6秒
HTTP://125.112.86.103:808,中国 浙江省 金华市 电信,1秒
HTTP://125.124.135.180:3128,中国 浙江省 嘉兴市 电信,3秒
HTTP://36.47.213.117:8998,中国 陕西省 西安市 电信,3秒
HTTP://116.226.61.246:808,中国 上海市 上海市 电信,2秒
HTTP://111.75.100.230:8998,中国 江西省 上饶市 电信,1秒
HTTP://175.155.149.23:8118,中国 四川省 眉山市 联通,3秒
HTTP://119.90.35.54:8080,中国 北京市 北京市 ,2秒
HTTP://101.94.205.153:8998,中国 上海市 上海市 电信,2秒
HTTP://115.159.92.253:8123,中国 上海市 上海市 腾讯网络,2秒
HTTP://117.29.203.160:808,中国 福建省 厦门市 电信,1秒
HTTP://116.7.120.96:8118,中国 广东省 深圳市 电信,2秒
HTTP://117.162.248.143:8123,中国 江西省 景德镇市 移动,1秒
HTTP://115.46.95.130:8123,中国 广西壮族自治区 北海市 联通,秒
HTTP://123.152.79.171:8118,中国 浙江省 宁波市 联通,1秒
HTTP://202.43.147.226:3128,中国 北京市 北京市 铁通,1秒
HTTP://111.13.7.42:82,中国 北京市 北京市 移动,0.7秒
HTTP://124.42.7.103:80,中国 北京市 北京市 光环新网,1秒
HTTP://211.143.45.216:3128,中国 湖南省 张家界市 移动,2秒
HTTP://122.6.98.194:8118,中国 山东省 日照市 电信,3秒
HTTP://166.111.65.72:8123,中国 北京市 北京市 教育网,3秒
HTTP://114.249.202.255:8000,中国 北京市 北京市 联通,1秒
HTTP://180.124.0.224:8998,中国 江苏省 徐州市 电信,0.9秒
HTTP://118.248.83.143:8998,中国 湖南省 邵阳市 电信,1秒
HTTP://14.222.202.146:8090,广东省东莞市  电信,1秒
HTTP://110.73.30.169:8123,中国 广西壮族自治区 防城港市 联通,3秒
HTTP://117.85.159.219:8000,中国 江苏省 无锡市 电信,3秒
HTTP://39.176.120.170:8123,中国 北京市 北京市 移动,3秒
HTTP://221.229.204.231:8080,中国 江苏省 徐州市 电信,1秒
HTTP://117.164.9.75:8123,中国 江西省 赣州市 移动,3秒
HTTP://183.157.173.54:8998,中国 浙江省 杭州市 电信,1秒
HTTP://110.73.42.198:8123,广西壮族自治区南宁市  联通,1秒
HTTP://27.215.6.255:808,中国 山东省 枣庄市 联通,2秒
HTTP://183.141.107.107:3128,中国 浙江省 嘉兴市 电信,0.8秒
HTTP://113.79.31.75:8118,中国 广东省 东莞市 电信,3秒
HTTP://112.195.101.82:808,中国 四川省 自贡市 联通,1秒
HTTP://106.90.37.64:8123,中国 重庆市 重庆市 电信,1秒
HTTP://1.27.201.72:8118,中国 内蒙古自治区 赤峰市 联通,1秒
HTTP://115.159.92.253:8123,中国 上海市 上海市 腾讯网络,2秒
HTTP://120.132.2.201:9529,中国 北京市 北京市 联通,3秒
HTTP://111.13.7.42:83,中国 北京市 北京市 移动,1秒
HTTP://115.58.117.102:8118,中国 河南省 商丘市 联通,3秒
HTTP://110.72.36.45:8123,广西壮族自治区贵港市  联通,2秒
HTTP://1.27.201.72:8118,中国 内蒙古自治区 赤峰市 联通,0.6秒
HTTP://211.138.151.121:83,中国 福建省 福州市 移动,0.3秒
HTTP://210.41.99.82:8123,中国 四川省 成都市 教育网,3秒
HTTP://218.106.205.145:80,中国 辽宁省 沈阳市 联通,3秒
HTTP://117.66.16.135:808,中国 安徽省 马鞍山市 电信,0.5秒
HTTP://27.151.54.125:80,中国 福建省 福州市 电信,0.8秒
HTTP://101.94.207.234:8998,中国 上海市 上海市 电信,0.7秒
HTTP://110.72.254.187:8123,中国 广西壮族自治区 崇左市 联通,2秒
HTTP://115.220.1.181:808,中国 浙江省 宁波市 电信,2秒
HTTP://117.30.224.150:81,中国 福建省 厦门市 电信,0.5秒
HTTP://182.34.182.177:8118,中国 山东省 淄博市 电信,3秒
HTTP://111.1.3.36:8000,中国 浙江省 宁波市 移动,1秒
HTTP://112.124.7.114:808,中国 浙江省 杭州市 阿里云,3秒
HTTP://175.10.188.161:81,中国 湖南省 长沙市 电信,2秒
HTTP://175.151.171.227:8118,中国 辽宁省 朝阳市 联通,3秒
HTTP://218.74.226.234:8998,中国 浙江省 宁波市 电信,3秒
HTTP://180.108.184.125:808,中国 江苏省 苏州市 电信,2秒
HTTP://111.13.7.42:81,中国 北京市 北京市 移动,2秒
HTTP://115.28.2.233:8088,山东省青岛市 阿里云计算有限公司 阿里巴巴,2秒
HTTP://114.228.6.175:808,中国 江苏省 常州市 电信,3秒
HTTP://61.160.254.23:23,中国 江苏省 常州市 电信,1秒
HTTP://115.173.131.230:8080,中国 上海市 上海市 鹏博士,3秒
HTTP://221.229.204.231:8080,中国 江苏省 徐州市 电信,1秒
HTTP://121.31.103.185:8123,广西壮族自治区防城港市  联通,1秒
HTTP://61.143.158.238:808,中国 广东省 揭阳市 电信,2秒
HTTP://1.193.177.243:8000,中国 河南省 济源市 电信,3秒
HTTP://114.215.149.170:8118,中国 山东省 青岛市 阿里云,3秒
HTTP://59.62.166.23:808,中国 江西省 宜春市 电信,1秒
HTTP://114.113.126.32:80,中国 北京市 北京市 ,2秒
HTTP://123.127.8.248:8080,中国 北京市 北京市 联通,0.8秒
HTTP://125.109.199.219:808,中国 浙江省 温州市 电信,1秒
HTTP://120.39.193.254:8998,中国 福建省 三明市 电信,2秒
HTTP://183.48.96.239:8123,中国 广东省 广州市 电信,2秒
HTTP://58.61.49.136:8118,中国 广东省 深圳市 电信,3秒
HTTP://219.146.64.253:8000,中国 山东省 青岛市 电信,2秒
HTTP://58.196.153.250:8123,上海市 上海交通大学 教育网,2秒
HTTP://39.160.161.107:8123,中国 北京市 北京市 移动,1秒
HTTP://183.33.218.84:8998,中国 广东省 珠海市 电信,1.0秒
HTTP://183.163.149.125:8998,中国 安徽省 宿州市 电信,0.6秒
HTTP://106.110.42.43:808,中国 江苏省 盐城市 电信,1.0秒
HTTP://111.13.7.42:82,中国 北京市 北京市 移动,3秒
HTTP://14.108.134.147:8998,中国 重庆市 重庆市 电信,3秒
HTTP://59.66.124.243:1080,中国 北京市 北京市 教育网,3秒
HTTP://222.94.7.61:8123,中国 江苏省 南京市 电信,2秒
HTTP://112.111.96.65:808,中国 福建省 三明市 联通,2秒
HTTP://119.29.103.13:8888,中国 广东省 广州市 腾讯网络,2秒
HTTP://182.38.142.6:808,中国 山东省 滨州市 电信,1秒
HTTP://121.31.93.36:80,广西壮族自治区梧州市  联通,1.0秒
HTTP://166.111.66.165:8123,中国 北京市 北京市 教育网,0.9秒
HTTP://183.152.174.97:3128,中国 浙江省 舟山市 电信,3秒
HTTP://58.251.209.129:8118,中国 广东省 深圳市 联通,1秒
HTTP://222.247.84.139:8000,中国 湖南省 长沙市 电信,1秒
HTTP://59.40.11.233:8118,中国 广东省 深圳市 电信,0.9秒
HTTP://222.243.152.86:8998,中国 湖南省 湘潭市 电信,2秒
HTTP://210.41.99.82:8123,中国 四川省 成都市 教育网,2秒
HTTP://222.138.67.50:8089,中国 河南省 开封市 联通,2秒
HTTP://121.226.172.12:808,中国 江苏省 宿迁市 电信,3秒
HTTP://180.116.22.20:808,中国 江苏省 常州市 电信,2秒
HTTP://113.251.222.11:8998,中国 重庆市 重庆市 电信,3秒
HTTP://121.31.49.30:8123,广西壮族自治区南宁市  联通,2秒
HTTP://110.73.10.111:8123,广西壮族自治区南宁市  联通,2秒
HTTP://116.9.156.105:3123,中国 广西壮族自治区 梧州市 电信,3秒
HTTP://182.88.91.49:8123,中国 广西壮族自治区 南宁市 联通,2秒
HTTP://117.91.235.23:8998,中国 江苏省 扬州市 电信,1秒
HTTP://113.116.42.229:8118,中国 广东省 深圳市 电信,1秒
HTTP://123.97.12.124:8998,中国 浙江省 台州市 电信,1秒
HTTP://115.212.56.93:808,中国 浙江省 金华市 电信,2秒
HTTP://222.79.232.249:80,中国 福建省 泉州市 电信,0.7秒
HTTP://180.116.168.145:808,中国 江苏省 常州市 电信,2秒
HTTP://121.31.100.114:8123,广西壮族自治区防城港市  联通,2秒
HTTP://183.13.228.46:8123,中国 广东省 深圳市 电信,1秒
HTTP://1.85.139.66:808,中国 陕西省 安康市 电信,0.9秒
HTTP://58.250.190.8:8118,中国 广东省 深圳市 联通,2秒
HTTP://182.88.231.176:8123,广西壮族自治区南宁市  联通,3秒
HTTP://183.153.23.60:808,中国 浙江省 台州市 电信,1秒
HTTP://49.68.122.75:9999,中国 江苏省 徐州市 电信,3秒
HTTP://202.43.147.226:3128,中国 北京市 北京市 铁通,3秒
HTTP://61.143.158.238:808,中国 广东省 揭阳市 电信,1秒
HTTP://202.43.147.226:3128,中国 北京市 北京市 铁通,3秒
HTTP://110.184.112.114:8998,中国 四川省 成都市 电信,1秒
HTTP://113.57.96.57:808,中国 湖北省 武汉市 联通,1秒
HTTP://163.125.196.213:8118,中国 广东省 深圳市 联通,2秒
HTTP://175.1.1.103:8998,中国 湖南省 湘潭市 电信,3秒
HTTP://58.52.201.119:8080,中国 湖北省 恩施土家族苗族自治州 电信,2秒
HTTP://111.200.97.235:8123,中国 北京市 北京市 联通,0.6秒
HTTP://125.77.64.179:80,中国 福建省 福州市 电信,2秒
HTTP://183.173.193.32:8123,中国 北京市 北京市 教育网,1秒
HTTP://123.233.208.87:8118,中国 山东省 济南市 联通,1秒
HTTP://182.38.142.6:808,中国 山东省 滨州市 电信,3秒
HTTP://125.113.123.212:808,中国 浙江省 金华市 电信,3秒
HTTP://125.113.123.212:808,中国 浙江省 金华市 电信,2秒
HTTP://183.165.79.104:8998,中国 安徽省 宣城市 电信,3秒
HTTP://218.14.121.237:9000,广东省惠州市 电信,0.8秒
HTTP://180.121.249.46:808,中国 江苏省 南通市 电信,3秒
HTTP://218.106.205.145:8080,中国 辽宁省 沈阳市 联通,0.5秒
HTTP://139.217.8.125:80,中国 北京市 北京市 ,2秒
HTTP://110.185.246.149:8998,中国 四川省 成都市 电信,2秒
HTTP://171.37.134.140:8123,中国 广西壮族自治区 南宁市 联通,3秒
HTTP://58.37.45.102:8998,中国 上海市 上海市 电信,3秒
HTTP://60.160.222.171:8998,中国 云南省 大理白族自治州 电信,3秒
HTTP://39.180.66.67:8888,中国 浙江省 丽水市 移动,0.6秒
HTTP://182.33.104.202:8998,中国 山东省 济宁市 电信,1秒
HTTP://106.88.124.170:8998,中国 重庆市 重庆市 电信,1秒
HTTP://121.228.44.194:8998,中国 江苏省 苏州市 电信,3秒
HTTP://113.251.166.148:8998,中国 重庆市 重庆市 电信,2秒
HTTP://39.169.69.136:8123,中国 江西省 上饶市 移动,3秒
HTTP://106.40.95.210:8998,中国 内蒙古自治区 呼和浩特市 电信,0.5秒
HTTP://61.143.158.238:808,中国 广东省 揭阳市 电信,3秒
HTTP://114.112.157.173:8118,中国 江苏省 南京市 ,3秒
HTTP://123.168.211.215:808,中国 山东省 潍坊市 电信,3秒
HTTP://223.99.254.99:80,中国 山东省  移动,2秒
HTTP://211.138.151.121:83,中国 福建省 福州市 移动,2秒
HTTP://219.216.122.250:8998,中国 辽宁省 沈阳市 教育网,2秒
HTTP://140.206.125.178:1080,中国 上海市 上海市 联通,3秒
HTTP://183.141.127.152:3128,中国 浙江省 嘉兴市 电信,2秒
HTTP://58.196.135.52:8123,中国 上海市 上海市 教育网,1秒
HTTP://114.216.227.76:808,中国 江苏省 苏州市 电信,2秒
HTTP://219.150.189.212:9999,中国 河南省 洛阳市 电信,0.6秒
HTTP://49.67.54.229:808,中国 江苏省 南通市 电信,1秒
HTTP://110.155.205.221:8998,中国 新疆维吾尔自治区 哈密地区 电信,2秒
HTTP://119.29.103.13:8888,中国 广东省 广州市 腾讯网络,0.4秒
HTTP://115.222.220.180:8118,中国 浙江省 温州市 电信,1秒
HTTP://122.96.59.106:843,江苏省南京市 联通,2秒
HTTP://219.141.225.108:80,中国 北京市 北京市 电信,2秒
HTTP://183.141.145.82:3128,中国 浙江省 嘉兴市 电信,2秒
HTTP://219.146.64.253:8000,中国 山东省 青岛市 电信,0.3秒
HTTP://183.145.200.145:808,中国 浙江省 绍兴市 电信,0.9秒
HTTP://58.250.179.252:8118,中国 广东省 深圳市 联通,3秒
HTTP://112.95.18.13:8118,中国 广东省 深圳市 联通,0.6秒
HTTP://110.52.219.252:8123,中国 湖南省 长沙市 联通,1秒
HTTP://116.227.33.87:8118,中国 上海市 上海市 电信,3秒
HTTP://39.159.36.87:8123,中国 北京市 北京市 移动,3秒
HTTP://58.60.60.153:8118,中国 广东省 深圳市 电信,1秒
HTTP://222.84.13.127:8998,中国 广西壮族自治区 南宁市 电信,2秒
HTTP://124.88.67.23:81,中国 新疆维吾尔自治区 乌鲁木齐市 联通,2秒
HTTP://123.244.245.22:8998,中国 辽宁省 葫芦岛市 电信,0.6秒
HTTP://121.18.231.88:8080,中国 河北省 保定市 联通,1秒
HTTP://124.88.67.23:81,中国 新疆维吾尔自治区 乌鲁木齐市 联通,2秒
HTTP://120.26.13.161:8118,中国 浙江省 杭州市 阿里云,2秒
HTTP://114.254.45.107:8123,中国 北京市 北京市 联通,1.0秒
HTTP://116.226.24.155:808,中国 上海市 上海市 电信,1秒
HTTP://60.173.92.157:808,中国 安徽省 宣城市 电信,3秒
HTTP://223.241.200.72:808,中国 安徽省 马鞍山市 电信,3秒
HTTP://171.38.143.71:8123,广西壮族自治区钦州市  联通,3秒
HTTP://110.73.41.140:8123,广西壮族自治区南宁市  联通,1秒
HTTP://124.17.26.89:8888,中国 北京市 北京市 中国科技网,0.3秒
HTTP://61.160.254.23:23,中国 江苏省 常州市 电信,1秒
HTTP://1.83.103.221:8118,中国 陕西省 西安市 电信,1秒
HTTP://111.13.7.42:83,中国 北京市 北京市 移动,1.0秒
HTTP://110.73.55.236:8123,广西壮族自治区南宁市  联通,1秒
HTTP://219.150.189.212:9999,中国 河南省 洛阳市 电信,2秒
HTTP://222.82.222.242:9999,新疆维吾尔自治区乌鲁木齐市  电信,2秒
HTTP://183.141.149.209:3128,中国 浙江省 嘉兴市 电信,3秒
HTTP://125.76.177.53:8123,中国 陕西省 西安市 电信,2秒
HTTP://119.249.54.91:8080,中国 河北省 保定市 联通,2秒
HTTP://111.4.127.94:8080,湖北省武汉市  移动,2秒
HTTP://111.175.52.56:8998,中国 湖北省 武汉市 电信,1秒
HTTP://182.86.133.186:808,中国 江西省 景德镇市 电信,2秒
HTTP://175.10.204.15:1080,中国 湖南省 长沙市 电信,0.5秒
HTTP://118.72.126.203:80,中国 山西省 大同市 联通,1秒
HTTP://182.88.91.127:8123,广西壮族自治区南宁市  联通,3秒
HTTP://112.95.17.212:8118,中国 广东省 深圳市 联通,2秒
HTTP://121.56.138.198:8000,中国 内蒙古自治区 鄂尔多斯市 电信,1秒
HTTP://113.122.132.10:8998,中国 山东省 日照市 电信,2秒
HTTP://113.120.59.244:8998,中国 山东省 济南市 电信,3秒
HTTP://139.217.10.92:80,中国 北京市 北京市 ,1秒
HTTP://121.56.189.189:808,中国 内蒙古自治区 通辽市 电信,0.7秒
HTTP://222.183.122.173:8998,中国 重庆市 重庆市 电信,1秒
HTTP://116.19.122.196:808,中国 广东省 珠海市 电信,3秒
HTTP://101.81.54.105:808,中国 上海市 上海市 电信,2秒
HTTP://218.14.121.237:9000,广东省惠州市 电信,0.7秒
HTTP://175.10.204.15:1080,中国 湖南省 长沙市 电信,3秒
HTTP://121.56.189.189:808,中国 内蒙古自治区 通辽市 电信,3秒
HTTP://219.141.25.57:80,中国 贵州省 贵阳市 电信,0.6秒
