nid,pid,title,raw_title,detail_url,view_price,view_fee,item_loc,view_sales,comment_count,user_id,nick
606456411888,,优惠2200当天发24期免息Huawei/华为Mate 30 Pro 5G手机版正品官方旗舰店mate p40直降价折叠新款,优惠2200当天发24期免息Huawei/华为Mate 30 Pro 5G手机mate30pro5G版正品官方旗舰店mate p40直降价折叠新款,//detail.tmall.com/item.htm?id\u003d606456411888\u0026ns\u003d1\u0026abbucket\u003d13,5399.00,0.00,山东 济南,899人付款,2160,268451883,三际数码官方旗舰店
580273092631,,【中国移动官旗】Apple/苹果/iPhone XR手机国行正品全网通 苹果iphone se预售,【中国移动官旗】Apple/苹果/iPhone XR手机 国行正品全网通 苹果iphone se预售,//detail.tmall.com/item.htm?id\u003d580273092631\u0026ns\u003d1\u0026abbucket\u003d13,4488.00,0.00,浙江 杭州,224人付款,2573,1776456424,中国移动官方旗舰店
612667875590,,6.3寸大屏水滴屏学生智能手机/米蓝mate30超薄游戏安卓全网通4G全面指纹解锁老年人老人机一体手机分期,6.3水滴老年人老人智能手机支持吃鸡王者,https://click.simba.taobao.com/cc_im?p\u003d%CA%D6%BB%FA\u0026s\u003d732638260\u0026k\u003d513\u0026e\u003d76sPd9z%2BtiD4vd2ntQD1Jl0npgsViaMh%2Fop60amDqIjT1BgDpqFt6npgqaGar85LBmBZORObzSOWF8Gf%2BoLKqbZKOV%2BvSW0S2xpJJ0p64CyXwEFFvVzhDWH%2BybxwOgl24UC5eYeeBjakxcYzV6Yn1nHXJatvsrMntS3JIFwNSG3nxMI0HbI%2BoB7Gda2RXkErTsGRYYjJYuAfOp16BJqKkbTfKlNh%2FLzesnIc3lJC%2FYXLHTfLh9tgF0R1%2FzRvMd4Eu7%2BLQEIpXnAfHW0dcVPZUF%2B8jxNKEGBIy7mKYCwjAPYgOEJ11hbgr%2FkPp%2FX%2BIsguNB8ylXNPw9uiaB5%2FJFhD%2FMtcPYpLSOXpwAC1gEVT0%2F7CFiZ9ohq6HDgChMvG6p31j0zVOkD50ZnZlfJ5ZbxrdT5BCCTE7HDmby0i31HRA8ppd%2F2GMkIrRbu%2Fi0BCKV5w4vx%2BtcxEHqMfWH5WioscW36Mkb4cKAmrTwGAr3nyuliHWmJt7bEiIP0CUUrNv9N3,248.00,0.00,广东 深圳,67人付款,,2207329923050,新昊天时代特价区
616423974528,,【现货预售/88VIP专享】Apple/iPhone SE苹果iphonese2预售苹果se2手机新款正品官网iphone se2官方旗舰店,【现货预售/88VIP专享】Apple/iPhone SE苹果iphonese2预售苹果se2手机新款正品官网iphone se2官方旗舰店,//detail.tmall.com/item.htm?id\u003d616423974528\u0026ns\u003d1\u0026abbucket\u003d13,3199.00,0.00,广东 广州,410人付款,,713805254,中国移动手机官方旗舰店
610126482137,,分期Apple/苹果 iPhone X 美版国行苹果xs max256g全新手机,分期Apple/苹果 iPhone X 美版国行苹果xs max256g全新手机xr8X,//item.taobao.com/item.htm?id\u003d610126482137\u0026ns\u003d1\u0026abbucket\u003d13#detail,2000.00,0.00,北京,2308人付款,2113,1088258278,陈娜5218
612720732549,,【2小时达】直降770Apple 苹果iPhone11全网通苹果11正品手机国行官方se官网8Plus旗舰店xsmax新品11promax,【2小时达】直降770Apple 苹果iPhone11全网通苹果11正品手机X国行官方se官网8Plus旗舰店xsmax新品11promax,//detail.tmall.com/item.htm?id\u003d612720732549\u0026ns\u003d1\u0026abbucket\u003d13,4779.00,0.00,浙江 杭州,416人付款,296,3026023842,千机网旗舰店
609429751811,,【24期免息】Apple/苹果iPhone 11 Pro Max 手机苹果11新品iphone11promax国行正品iphone13/iPhone xs max,【24期免息】Apple/苹果iPhone 11 Pro Max 手机苹果11新品iphone11promax国行正品iphone13/iPhone xs max,//detail.tmall.com/item.htm?id\u003d609429751811\u0026ns\u003d1\u0026abbucket\u003d13,8458.00,0.00,广东 深圳,186人付款,119,1710936647,博盛景数码专营店
612889270797,,Apple/苹果 iPhone 11 新款 苹果11 pro max国行手机有锁美版现货,Apple/苹果 iPhone 11 新款 苹果11 pro max国行手机有锁美版现货,//item.taobao.com/item.htm?id\u003d612889270797\u0026ns\u003d1\u0026abbucket\u003d13#detail,3420.00,0.00,广东 深圳,794人付款,176,93763117,胡文静_1980
596729266914,,优惠830元24期分期当天发Huawei/华为 nova 5 Pro手机官方旗舰店正品nova5pro直降mate305g全网通p20新款p40,优惠830元24期分期当天发Huawei/华为 nova 5 Pro手机官方旗舰店正品nova5pro直降mate305g全网通p20新款p40,//detail.tmall.com/item.htm?id\u003d596729266914\u0026ns\u003d1\u0026abbucket\u003d13,2198.00,0.00,广东 深圳,416人付款,7091,1800399917,同步飞扬数码专营店
592794106739,,顺丰速发【直降2000】Huawei/华为 P30手机正品华为官方旗舰店华为手机荣耀30s华为5g官网新款p40 pro,顺丰速发【直降2000】Huawei/华为 P30手机正品华为官方旗舰店华为手机p30pro荣耀30s华为5g官网新款p40 pro,//detail.tmall.com/item.htm?id\u003d592794106739\u0026ns\u003d1\u0026abbucket\u003d13,2838.00,0.00,北京,538人付款,3212,3063905773,创汇通达数码旗舰店
614057564104,,新品现货【分6期免息】华为/HUAWEI P40 5G版华为官方旗舰华为手机智能机正品直降mate305g p40pro 荣耀30,新品现货【分6期免息】华为/HUAWEI P40 5G版华为官方旗舰华为手机5g智能机正品直降mate305g p40pro 荣耀30,//detail.tmall.com/item.htm?id\u003d614057564104\u0026ns\u003d1\u0026abbucket\u003d13,4188.00,0.00,北京,356人付款,46,3063905773,创汇通达数码旗舰店
614585870911,,【12期免息】华为/HUAWEI P40 | 5G手机版正品官方旗舰店P30直降mate40折叠x新款,【12期免息】华为/HUAWEI P40 | 5G手机mate30pro5G版正品官方旗舰店P30直降mate40折叠x新款,//detail.tmall.com/item.htm?id\u003d614585870911\u0026ns\u003d1\u0026abbucket\u003d13,4488.00,0.00,广东 广州,98人付款,9,713805254,中国移动手机官方旗舰店
614058168857,,【当天发 6期免息 送豪礼】Huawei/华为P40 Pro 5G手机官方旗舰店mate30直降正品p30荣耀nova7 SE,【当天发 6期免息 送豪礼】Huawei/华为P40 Pro 5G手机P40pro Plus官方旗舰店mate30直降正品p30荣耀nova7 SE,//detail.tmall.com/item.htm?id\u003d614058168857\u0026ns\u003d1\u0026abbucket\u003d13,4188.00,0.00,浙江 杭州,353人付款,48,2615238525,华为莫问专卖店
605888337079,,【24期免息/送无线充】Apple/苹果 iPhone XR 全网通智能手机双卡双待苹果xr官网官方旗舰店降价国行,【24期免息/送无线充】Apple/苹果 iPhone XR 全网通智能手机双卡双待苹果xr官网官方旗舰店降价国行,//detail.tmall.com/item.htm?id\u003d605888337079\u0026ns\u003d1\u0026abbucket\u003d13,4488.00,0.00,上海,127人付款,92,686947088,卓瓦数码专营店
595632782403,,【正常发货】华为HONOR荣耀20 PRO全面屏麒麟980智能游戏30新品手机正品官方官网旗舰店v20pro直降,【正常发货】华为HONOR荣耀20 PRO全面屏麒麟980智能游戏30新品手机正品官方官网旗舰店v20pro直降,//detail.tmall.com/item.htm?id\u003d595632782403\u0026ns\u003d1\u0026abbucket\u003d13,2279.00,0.00,广东 深圳,771人付款,1926,2215302589,深蓝港数码旗舰店
614606110641,,6期免息【送碎屏险+当天发】Huawei/华为 P40 5G新款手机官方旗舰店P40pro手机全网荣耀p30正品现货,6期免息【送碎屏险+当天发】Huawei/华为 P40 5G新款手机官方旗舰店P40pro手机mate30pro全网荣耀p30正品现货,//detail.tmall.com/item.htm?id\u003d614606110641\u0026ns\u003d1\u0026abbucket\u003d13,4188.00,0.00,广东 深圳,384人付款,44,2215302589,深蓝港数码旗舰店
598278970241,,【可减380元领300元券】华为HONOR 荣耀9X系列麒麟810全网通手机官方旗舰店官网直降9xpro新款x9华为荣耀9x,【可减380元领300元券】华为HONOR 荣耀9X系列麒麟810全网通手机官方旗舰店官网直降9xpro新款x9华为荣耀9x,//detail.tmall.com/item.htm?id\u003d598278970241\u0026ns\u003d1\u0026abbucket\u003d13,1159.00,0.00,广东 深圳,5000+人付款,16460,2024314280,广东电信亿品汇专卖店
602443512524,,当天发【24期分期/送无线充】Apple/苹果 iPhone 11 手机现货4G全网通新款iphone11 pro max国行正品保证xs,当天发【24期分期/送无线充】Apple/苹果 iPhone 11 手机现货4G全网通新款iphone11 pro max国行正品保证xs,//detail.tmall.com/item.htm?id\u003d602443512524\u0026ns\u003d1\u0026abbucket\u003d13,4748.00,0.00,广东 深圳,235人付款,1084,1710936647,博盛景数码专营店
614835327037,,当天发【优惠300元24期分期】Huawei/华为 P40 pro 5G手机官方旗舰店正品p30pro直降5g新品mate40荣耀p40pro,当天发【优惠300元24期分期】Huawei/华为 P40 pro 5G手机官方旗舰店正品p30pro直降5g新品mate40荣耀p40pro,//detail.tmall.com/item.htm?id\u003d614835327037\u0026ns\u003d1\u0026abbucket\u003d13,4488.00,0.00,广东 深圳,201人付款,49,1800399917,同步飞扬数码专营店
609777669915,,【领100券+24期免息】Huawei/华为nova 6 新品官方旗舰店官网5G手机荣耀V30正品mate30现货7se直降P30 40,【领100券+24期免息】Huawei/华为nova 6 新品官方旗舰店官网5G手机5pro荣耀V30正品mate30现货7se直降P30 40,//detail.tmall.com/item.htm?id\u003d609777669915\u0026ns\u003d1\u0026abbucket\u003d13,2999.00,0.00,辽宁 大连,773人付款,665,1666576242,同迅数码专营店
603318027743,,【24期分期/送无线充】Apple苹果iPhone 11 全网通智能4G手机国行官网xr官方旗舰店x新款苹果11pro 9 se正品,【24期分期/送无线充】Apple苹果iPhone 11 全网通智能4G手机国行官网xr官方旗舰店x新款苹果11pro 9 se正品,//detail.tmall.com/item.htm?id\u003d603318027743\u0026ns\u003d1\u0026abbucket\u003d13,4718.00,0.00,上海,136人付款,1292,686947088,卓瓦数码专营店
605891668832,,【24期免息/顺丰当天发】Huawei/华为 Mate 30 Pro 5G版官方旗舰店华为手机全网通新款P正品mate40,【24期免息/顺丰当天发】Huawei/华为 Mate 30 Pro 5G版官方旗舰店华为手机mate30pro全网通新款P正品mate40,//detail.tmall.com/item.htm?id\u003d605891668832\u0026ns\u003d1\u0026abbucket\u003d13,5399.00,0.00,上海,1059人付款,1794,263726286,能良数码官方旗舰店
602673206302,,到手可4778起 or送蓝牙耳机】Apple/苹果 iPhone 11 双卡全网通iphone11手机官网旗舰店xr/pro/8plus/se手机,到手可4778起 or送蓝牙耳机】Apple/苹果 iPhone 11 双卡全网通iphone11手机官网旗舰店xr/pro/8plus/se手机,//detail.tmall.com/item.htm?id\u003d602673206302\u0026ns\u003d1\u0026abbucket\u003d13,4828.00,0.00,浙江 杭州,387人付款,864,2204163545195,轻松换数码旗舰店
615784902173,,分期免息 Apple/苹果 iPhone XR 苹果xr xs max 国行4G全网通手机,分期免息 Apple/苹果 iPhone XR 苹果xr xs max 国行4G全网通手机,//item.taobao.com/item.htm?id\u003d615784902173\u0026ns\u003d1\u0026abbucket\u003d13#detail,3300.00,0.00,广东 深圳,1652人付款,146,57272322,fengyuanyuan2007
603536435945,,【中国移动官旗】24期免息/苹果11 Apple/iphone11苹果手机全网通国行 原装手机苹果正品iPhone SE,【中国移动官旗】24期免息/苹果11 Apple/iphone11苹果手机全网通国行 原装手机苹果正品iPhone SE,//detail.tmall.com/item.htm?id\u003d603536435945\u0026ns\u003d1\u0026abbucket\u003d13,5499.00,0.00,浙江 杭州,134人付款,1353,1776456424,中国移动官方旗舰店
604853284728,,【至高减500 2499起】realme真我x2 pro骁龙855plus四摄50w闪充90hz屏智能游戏学生手机官方正品realmex2pro,【至高减500 2499起】realme真我x2 pro骁龙855plus四摄50w闪充90hz屏智能游戏学生手机官方正品realmex2pro,//detail.tmall.com/item.htm?id\u003d604853284728\u0026ns\u003d1\u0026abbucket\u003d13,2499.00,0.00,广东 东莞,448人付款,3804,2200766936524,realme官方旗舰店
613798956973,,24期免息当天发 新品vivo S6 5G手机全网通vivos6 s5 vivo官方旗舰店 vivos6s vovis6 s1pro vivos6手机,24期免息当天发 新品vivo S6 5G手机全网通vivos6 s5 vivo官方旗舰店 vivos6s vovis6 s1pro vivos6手机5g,//detail.tmall.com/item.htm?id\u003d613798956973\u0026ns\u003d1\u0026abbucket\u003d13,2698.00,0.00,广东 东莞,441人付款,123,697028616,vivo天诚专卖店
613718972841,,Apple/苹果 iPhone 11 Pro Max苹果11promax国行双卡美版新款手机,Apple/苹果 iPhone 11 Pro Max苹果11promax国行双卡美版新款手机,//item.taobao.com/item.htm?id\u003d613718972841\u0026ns\u003d1\u0026abbucket\u003d13#detail,3288.00,0.00,广东 深圳,1160人付款,397,74390222,nl0306
613422709597,,分期免息Apple/苹果 iPhone 11 Pro Max 苹果iPhone11 promax手机,分期免息Apple/苹果 iPhone 11 Pro Max 苹果iPhone11 promax手机,//item.taobao.com/item.htm?id\u003d613422709597\u0026ns\u003d1\u0026abbucket\u003d13#detail,4700.00,0.00,广东 深圳,771人付款,234,102953898,lulu360532268
611919249175,,Apple/苹果 iPhone 8 Plus 苹果8plus 8X 国行全网通4G手机分期,Apple/苹果 iPhone 8 Plus 苹果8plus 8X 国行全网通4G手机8p分期,//item.taobao.com/item.htm?id\u003d611919249175\u0026ns\u003d1\u0026abbucket\u003d13#detail,1150.00,0.00,广东 广州,5000+人付款,2720,2472401524,棉艺世家
615424415550,,【 晒单赠自拍杆】华为旗下荣耀Play4T Pro新品麒麟810芯片OLED屏幕指纹学生全面游戏手机官方旗舰店3,【 晒单赠自拍杆】华为旗下荣耀Play4T Pro新品麒麟810芯片OLED屏幕指纹学生全面游戏手机官方旗舰店3,//detail.tmall.com/item.htm?id\u003d615424415550\u0026ns\u003d1\u0026abbucket\u003d13,1499.00,0.00,广东 深圳,1.5万+人付款,3024,1114511827,荣耀官方旗舰店
615047109834,,【评价晒单送自拍杆】华为旗下荣耀Play4T手机新品6+128GB大内存大电池AI摄影官方旗舰店30老人机X手机,【评价晒单送自拍杆】华为旗下荣耀Play4T手机新品6+128GB大内存大电池AI摄影官方旗舰店30老人机X手机,//detail.tmall.com/item.htm?id\u003d615047109834\u0026ns\u003d1\u0026abbucket\u003d13,1199.00,0.00,广东 深圳,4119人付款,,1114511827,荣耀官方旗舰店
606306790423,,【24期免息】Huawei/华为Mate 30 5G麒麟990超感光徕卡5G智能手机华为官方旗舰店,【24期免息】Huawei/华为Mate 30 5G麒麟990超感光徕卡5G智能手机mate305g华为官方旗舰店,//detail.tmall.com/item.htm?id\u003d606306790423\u0026ns\u003d1\u0026abbucket\u003d13,4499.00,0.00,广东 深圳,2.0万+人付款,45703,2838892713,华为官方旗舰店
606307762219,,【24期免息】Huawei/华为Mate30 Pro 5G旗舰芯片徕卡四摄5G智能手机官方旗舰店,【24期免息】Huawei/华为Mate30 Pro 5G旗舰芯片徕卡四摄5G智能手机mate30pro5g官方旗舰店,//detail.tmall.com/item.htm?id\u003d606307762219\u0026ns\u003d1\u0026abbucket\u003d13,5899.00,0.00,广东 深圳,1.0万+人付款,57177,2838892713,华为官方旗舰店
602661002260,,【3期免息 再减1200元】Apple/苹果 iPhone 11 Pro全网通4G智能手机苏宁易购官方旗舰店 苏宁直发苹果11pro,【3期免息 再减1200元】Apple/苹果 iPhone 11 Pro全网通4G智能手机 苏宁易购官方旗舰店 苏宁直发苹果11pro,//detail.tmall.com/item.htm?id\u003d602661002260\u0026ns\u003d1\u0026abbucket\u003d13,8699.00,0.00,江苏 南京,1854人付款,6685,2616970884,苏宁易购官方旗舰店
610366340624,,【拍立减280元】华为HONOR荣耀9X手机麒麟810芯片升降全面9X官方,【拍立减280元】华为HONOR荣耀9X手机麒麟810芯片升降全面9X官方,//detail.tmall.com/item.htm?id\u003d610366340624\u0026ns\u003d1\u0026abbucket\u003d13,1799.00,5.00,上海,2159人付款,1055,725677994,天猫超市
610798806459,,【顺丰现货速发】Apple/苹果 iPhone 11 Pro手机国行 全国联保,【顺丰现货速发】Apple/苹果 iPhone 11 Pro手机 国行 全国联保,//detail.tmall.com/item.htm?id\u003d610798806459\u0026ns\u003d1\u0026abbucket\u003d13,7799.00,5.00,上海,35人付款,26,725677994,天猫超市
602537381835,,Apple/苹果 iPhone 11 移动联通电信4G全网通手机原封国行 全国联保,Apple/苹果 iPhone 11 移动联通电信4G全网通手机 原封国行 全国联保,//detail.tmall.com/item.htm?id\u003d602537381835\u0026ns\u003d1\u0026abbucket\u003d13,4999.00,0.00,江苏 南京,7500+人付款,10475,2616970884,苏宁易购官方旗舰店
613748961043,,vivo Z6新品双模5G限量版智能手机官方正品骁龙765G处理器vivoz6,vivo Z6新品双模5G限量版智能手机官方正品骁龙765G处理器vivoz6,//detail.tmall.com/item.htm?id\u003d613748961043\u0026ns\u003d1\u0026abbucket\u003d13,2298.00,5.00,上海,58人付款,4,725677994,天猫超市
610553793902,,【顺丰包邮】HUAWEI/华为 P30 Pro手机倍数字变焦,【顺丰包邮】HUAWEI/华为 P30 Pro手机50倍数字变焦,//detail.tmall.com/item.htm?id\u003d610553793902\u0026ns\u003d1\u0026abbucket\u003d13,3858.00,5.00,上海,407人付款,82,725677994,天猫超市
611020445921,,OPPO K5手机全网通全面屏6400万超清四摄高通骁龙730G闪充oppok5,OPPO K5手机全网通全面屏6400万超清四摄高通骁龙730G闪充oppok5,//detail.tmall.com/item.htm?id\u003d611020445921\u0026ns\u003d1\u0026abbucket\u003d13,1699.00,5.00,上海,313人付款,271,725677994,天猫超市
612463347402,,【新品24期分期免息】vivo NEX 3S 高通骁龙865全网通游戏5G智能手机官方旗舰店官网正品全新限量版vivonex3,【新品24期分期免息】vivo NEX 3S 高通骁龙865全网通游戏5G智能手机官方旗舰店官网正品全新限量版vivonex3,//detail.tmall.com/item.htm?id\u003d612463347402\u0026ns\u003d1\u0026abbucket\u003d13,4998.00,0.00,广东 东莞,1098人付款,817,883737303,vivo官方旗舰店
594178871770,,【赠XE710耳机】vivo Y3官方旗舰店正品手机官网y3学生青春老人老年智能机全网通全面屏超长待机大屏y93 5s7s,【赠XE710耳机】vivo Y3官方旗舰店正品手机官网y3学生青春老人老年智能机全网通全面屏超长待机大屏y93 5s7s,//detail.tmall.com/item.htm?id\u003d594178871770\u0026ns\u003d1\u0026abbucket\u003d13,1098.00,0.00,广东 东莞,715人付款,1160,883737303,vivo官方旗舰店
600630289146,,【6+64G低至999】红米note8 4800万四摄拍照游戏学生智能手机全面屏pro小米官方旗舰店正品7xiaomi,【6+64G低至999】红米note8 4800万四摄拍照游戏学生智能手机redmi全面屏pro小米官方旗舰店正品7xiaomi,//detail.tmall.com/item.htm?id\u003d600630289146\u0026ns\u003d1\u0026abbucket\u003d13,899.00,0.00,北京,5.5万+人付款,74158,1714128138,小米官方旗舰店
612141704915,,华为nova5z【直降】HUAWEI nova 5z手机官方全新正品nova5pro 6,华为nova5z顺丰速发HUAWEI,https://click.simba.taobao.com/cc_im?p\u003d%CA%D6%BB%FA\u0026s\u003d2025687214\u0026k\u003d505\u0026e\u003dRRrehusQAx7d5P%2BAaeLXA5S5%2Fyp1sIWUPPlXUVr2z5pawYQEI95WYtPIH9pWevSRZrQLwucEE5OZ7J0z%2F1QjWc7okkHFhZBbfKeu3ShA17vtBglJtjE%2BsF5mSa6g%2BwSULNPLwEw7uBadmjfRAWFWUt%2BSSkdn6jLEKll%2F9gwHkZC%2BPE%2Bwkn7KWFUeX%2FKtOpMMx74mkrgFWHSj2vYIu%2BlOIS3v5AUT9WuPNhLQVgz0SELIPWWPL7y2jxdtUstROvJ6poSB8rwOw0K5Z3laVeXwHW37txc9uS%2Bc1CUR7hRncltm6Lox5sMQFXLKpB44UvGVPDc7Lkkc8yoHZMxqfTN5ctdtBVyGGPeD9ku8pLFDMvUIhF8Gil1nOYpdVUE08Pamupztc0x8UX2J9X6srYsSTrlneVpV5fAd34RUF5LXB35FQXfB%2BzbIjFb6pHch7Dl%2BATVntPaovXhn%2BjNo7yMxvSHunNwaq2Dk9wr0Z0%2BJO1Z8DLKirC3Wuw%3D%3D#detail,1049.00,0.00,广东 深圳,671人付款,,674059688,chenghong301314
613393479604,,【24期免息+赠99元耳机】红米k30pro 骁龙865索尼6400万智能游戏学生5g手机小米官方旗舰店正品xiaomi王一博,【24期免息+赠99元耳机】红米k30pro 骁龙865索尼6400万智能游戏学生5g手机小米官方旗舰店正品xiaomi王一博,//detail.tmall.com/item.htm?id\u003d613393479604\u0026ns\u003d1\u0026abbucket\u003d13,2999.00,0.00,北京,197人付款,33,1714128138,小米官方旗舰店
606456411888,,优惠2200当天发24期免息Huawei/华为Mate 30 Pro 5G手机版正品官方旗舰店mate p40直降价折叠新款,优惠2200当天发24期免息Huawei/华为Mate 30 Pro 5G手机mate30pro5G版正品官方旗舰店mate p40直降价折叠新款,//detail.tmall.com/item.htm?id\u003d606456411888\u0026ns\u003d1\u0026abbucket\u003d13,5399.00,0.00,山东 济南,899人付款,2160,268451883,三际数码官方旗舰店
598003098665,,【领300元券可减380元】华为HONOR 荣耀9X全网通手机麒麟810系列10x官方旗舰店30s直降9xpro青春x9 play4Tpro,【领300元券可减380元】华为HONOR 荣耀9X全网通手机麒麟810系列10x官方旗舰店30s直降9xpro青春x9 play4Tpro,//detail.tmall.com/item.htm?id\u003d598003098665\u0026ns\u003d1\u0026abbucket\u003d13,1159.00,0.00,山东 济南,4485人付款,12819,268451883,三际数码官方旗舰店
615355810819,,【新品上市 6期免息】Samsung/三星 Galaxy A71 SM-A7160 5G官方旗舰店全面屏智能 5G双模拍照手机正品国行,【新品上市 6期免息】Samsung/三星 Galaxy A71 SM-A7160 5G官方旗舰店全面屏智能 5G双模拍照手机正品国行,//detail.tmall.com/item.htm?id\u003d615355810819\u0026ns\u003d1\u0026abbucket\u003d13,3399.00,0.00,北京,619人付款,62,370627083,三星官方旗舰店
608270252386,,当天发【24期免息】华为honor/荣耀 荣耀V30 pro 5G手机官方旗舰店20青春版9x官网正品全网通学生手机降价,当天发【24期免息】华为honor/荣耀 荣耀V30 pro 5G手机官方旗舰店20青春版9x官网正品全网通学生手机8x降价,//detail.tmall.com/item.htm?id\u003d608270252386\u0026ns\u003d1\u0026abbucket\u003d13,3699.00,0.00,安徽 合肥,477人付款,589,2088045547,京合旗舰店
612271461720,,【23日12期免息折叠新品】Samsung/三星 Galaxy Z Flip SM-F7000 8+256GB 小巧新潮掌心折叠屏 智能自拍手机,【23日12期免息折叠新品】Samsung/三星 Galaxy Z Flip SM-F7000 8+256GB 小巧新潮掌心折叠屏 智能自拍手机,//detail.tmall.com/item.htm?id\u003d612271461720\u0026ns\u003d1\u0026abbucket\u003d13,11999.00,0.00,北京,406人付款,929,370627083,三星官方旗舰店
606769443360,,当天发【24期免息 咨询优惠】HUAWEI/华为 Mate 30 5G手机官方旗舰店正品mate30 5g直降p30/20 x/p40pro,当天发【24期免息 咨询优惠】HUAWEI/华为 Mate 30 5G手机官方旗舰店正品mate30 5g直降p30/20 x/p40pro,//detail.tmall.com/item.htm?id\u003d606769443360\u0026ns\u003d1\u0026abbucket\u003d13,3699.00,0.00,广东 深圳,979人付款,401,1710936647,博盛景数码专营店
581904106670,,顺丰速发/赠好礼Huawei/华为Mate20手机华为官方旗舰店华为手机免息官网mate20pro直降p30pro新款mate30pro5g,顺丰速发/赠好礼Huawei/华为Mate20手机华为官方旗舰店华为手机免息官网mate20pro直降p30pro新款mate30pro5g,//detail.tmall.com/item.htm?id\u003d581904106670\u0026ns\u003d1\u0026abbucket\u003d13,2599.00,0.00,北京,519人付款,1170,3063905773,创汇通达数码旗舰店
606141561884,,【24期免息/顺丰当天发】Huawei/华为 Mate 30 5G版手机官网官方旗舰店华为手机全网通mate40pro折叠直降p30,【24期免息/顺丰当天发】Huawei/华为 Mate 30 5G版手机官网官方旗舰店华为手机全网通mate40pro折叠直降p30,//detail.tmall.com/item.htm?id\u003d606141561884\u0026ns\u003d1\u0026abbucket\u003d13,3999.00,0.00,上海,1231人付款,1751,263726286,能良数码官方旗舰店
602909085750,,当天发货/24期分期Apple/苹果iPhone 11官方旗舰店国行苹果11全网通4G手机官方xr iPhone se新品11pro xsmax,当天发货/24期分期Apple/苹果iPhone 11官方旗舰店国行苹果11全网通4G手机x官方xr iPhone se新品11pro xsmax,//detail.tmall.com/item.htm?id\u003d602909085750\u0026ns\u003d1\u0026abbucket\u003d13,4758.00,0.00,上海,326人付款,1126,263726286,能良数码官方旗舰店
615545418138,,新品【当天发/送手环音箱】华为荣耀Play4T Pro手机麒麟810芯片官方旗舰店play4tpro/9x学生play3游戏30s,新品【当天发/送手环音箱】华为荣耀Play4T Pro手机麒麟810芯片官方旗舰店play4tpro/9x学生play3游戏30s,//detail.tmall.com/item.htm?id\u003d615545418138\u0026ns\u003d1\u0026abbucket\u003d13,1499.00,0.00,广东 深圳,413人付款,103,1710936647,博盛景数码专营店
614058532002,,新品现货【6期免息】Huawei/华为 P40 Pro5G版手机正品华为官方旗舰店华为手机官网新款p40直降mate30荣耀30,新品现货【6期免息】Huawei/华为 P40 Pro5G版手机正品华为官方旗舰店华为手机官网新款p40直降mate30荣耀30,//detail.tmall.com/item.htm?id\u003d614058532002\u0026ns\u003d1\u0026abbucket\u003d13,5988.00,0.00,北京,331人付款,43,3063905773,创汇通达数码旗舰店
611584920905,,领券咨询可减500【24期免息+送无线充】Xiaomi/小米10官方旗舰店5g全网通10pro尊享官网骁龙865手机米10青春,领券咨询可减500【24期免息+送无线充】Xiaomi/小米10官方旗舰店5g全网通10pro尊享官网骁龙865手机米10青春,//detail.tmall.com/item.htm?id\u003d611584920905\u0026ns\u003d1\u0026abbucket\u003d13,3999.00,0.00,广东 深圳,705人付款,471,2024314280,广东电信亿品汇专卖店
596755240648,,【优惠700+24期免息】Huawei/华为 nova 5 Pro新款手机官方旗舰店5g直降mate30官网p30正品荣耀6全网通p40pro,【优惠700+24期免息】Huawei/华为 nova 5 Pro新款手机官方旗舰店5g直降mate30官网p30正品荣耀6全网通p40pro,//detail.tmall.com/item.htm?id\u003d596755240648\u0026ns\u003d1\u0026abbucket\u003d13,2499.00,0.00,广东 深圳,1034人付款,4631,2215302589,深蓝港数码旗舰店
602657574303,,【中国移动官旗】iphone苹果11 Pro Max Apple/iPhone11 Pro Max苹果手机全网通国行iPhone SE,【中国移动官旗】iphone苹果11 Pro Max Apple/iPhone11 Pro Max苹果手机全网通国行iPhone SE,//detail.tmall.com/item.htm?id\u003d602657574303\u0026ns\u003d1\u0026abbucket\u003d13,7998.00,0.00,浙江 杭州,366人付款,558,1776456424,中国移动官方旗舰店
612757655784,,24期免息花呗分期付款0首付 Huawei/华为 nova 6 SE超级快充4800万AI四摄大运存智能手机华为官方旗舰店,24期免息花呗分期付款0首付 Huawei/华为 nova 6 SE超级快充4800万AI四摄大运存智能手机华为官方旗舰店,//detail.tmall.com/item.htm?id\u003d612757655784\u0026ns\u003d1\u0026abbucket\u003d13,2199.00,0.00,广东 深圳,376人付款,105,2024314280,广东电信亿品汇专卖店
610038892315,,【至高减200 24期免息】realme真我X50骁龙765全网通双模5g120hz屏智能学生游戏新品5g手机官方正品realmex50,【至高减200 24期免息】realme真我X50骁龙765全网通双模5g120hz屏智能学生游戏新品5g手机官方正品realmex50,//detail.tmall.com/item.htm?id\u003d610038892315\u0026ns\u003d1\u0026abbucket\u003d13,2498.90,0.00,广东 东莞,586人付款,2445,2200766936524,realme官方旗舰店
613079388840,,Apple/苹果 iPhone XS Max苹果xsmax 国行8x xr双卡手机,Apple/苹果 iPhone XS Max苹果xsmax 国行8x xr双卡手机 iPhonexr,//item.taobao.com/item.htm?id\u003d613079388840\u0026ns\u003d1\u0026abbucket\u003d13#detail,3180.00,0.00,广东 深圳,307人付款,152,849024047,燕燕宝贝bobo
